group_a,group_b,pair,n_elites_period,n_diversified_period,n_pair,expected_qi,assoc_log2,assoc_ci_low,assoc_ci_high,assoc_boot_se,p_value,share_of_diversified,log_or_uncond,se_uncond,ci_low_uncond,ci_high_uncond,p_value_uncond,q_value,q_value_uncond,direction,country,era
Administration & Law,Learning & Culture,Administration & Law + Learning & Culture,123083,25364,2408,2914.1368570311033,-0.27518122118307986,-0.3128833590756491,-0.23719753619263328,0.01938307808892262,0.0004997501249375312,0.09493770698627976,-2.2679989690525875,0.0250028851144767,-2.317004623876962,-2.218993314228213,0.0,0.0005523554012467451,0.0,dissociated,Germany,1900-2020
Military,Business,Military + Business,123083,25364,694,458.2940366777388,0.5981280546213803,0.5091295429652916,0.6810343496147298,0.04416348962139515,0.0004997501249375312,0.02736161488724176,0.5450427503359692,0.04228562270354196,0.4621629298370269,0.6279225708349114,5.154207236298874e-38,0.0005523554012467451,9.83985017838876e-38,associated,Germany,1900-2020
Military,Nobility & Kinship,Military + Nobility & Kinship,123083,25364,141,45.060192719594724,1.6349562982862136,1.4014993165977614,1.8422915526524402,0.11143790256791537,0.0004997501249375312,0.005559060085160069,1.2344359636483622,0.09084181917099352,1.0563859980732149,1.4124859292235095,4.663425880781129e-42,0.0005523554012467451,9.793194349640371e-42,associated,Germany,1900-2020
Military,Religion,Military + Religion,123083,25364,25,141.7428841401537,-2.479787329702453,-3.134719936565164,-2.00328909169444,0.2956810419464018,0.0004997501249375312,0.0009856489512695158,-1.828007163176683,0.1992399122680149,-2.218517391221992,-1.4374969351313738,4.51975002348114e-20,0.0005523554012467451,6.77962503522171e-20,dissociated,Germany,1900-2020
Military,Learning & Culture,Military + Learning & Culture,123083,25364,695,1301.7093673333377,-0.9048390016882122,-0.9996985467349462,-0.8185848800302977,0.0465251203620838,0.0004997501249375312,0.027401040845292542,-3.0033475676218795,0.04160391214753064,-3.0848912354310394,-2.9218038998127196,0.0,0.0005523554012467451,0.0,dissociated,Germany,1900-2020
Business,Nobility & Kinship,Business + Nobility & Kinship,123083,25364,141,151.64668991302807,-0.10466089401910417,-0.33877320302866093,0.08999957813002847,0.10955051694782349,0.3248375812093953,0.005559060085160069,0.2994727515119823,0.0901489323343325,0.12278084413669063,0.476164658887274,0.0008938180643737621,0.3248375812093953,0.0009385089675924502,not distinguishable,Germany,1900-2020
Business,Religion,Business + Religion,123083,25364,68,477.02501701092314,-2.8014004231503797,-3.1906158677794103,-2.509930362085951,0.17008892830764744,0.0004997501249375312,0.002680965147453083,-1.746350614651686,0.12231789778726618,-1.9860936943147278,-1.5066075349886443,3.0378547191235812e-46,0.0005523554012467451,7.088327677955022e-46,dissociated,Germany,1900-2020
Business,Learning & Culture,Business + Learning & Culture,123083,25364,5398,4380.804982643625,0.30119795882440153,0.2811104319698887,0.32233542962103523,0.010331498853274737,0.0004997501249375312,0.21282132155811387,-1.3401322342244613,0.02015591596186312,-1.379637829509713,-1.3006266389392096,0.0,0.0005523554012467451,0.0,associated,Germany,1900-2020
Nobility & Kinship,Religion,Nobility & Kinship + Religion,123083,25364,38,46.901852257123736,-0.3000849886315316,-0.7988032028295267,0.09606513059384696,0.23152614006735073,0.18690654672663667,0.001498186405929664,0.043872393583584045,0.16468084042102862,-0.27890205364163206,0.3666468408088001,0.789924535910585,0.1962518740629685,0.789924535910585,not distinguishable,Germany,1900-2020
Nobility & Kinship,Learning & Culture,Nobility & Kinship + Learning & Culture,123083,25364,521,430.7276573264457,0.27421754263206466,0.18613147779985958,0.3556186690867165,0.042664021658391574,0.0004997501249375312,0.02054092414445671,-1.350018505258561,0.05895451274269745,-1.465569350234248,-1.234467660282874,4.7187677994179373e-116,0.0005523554012467451,1.6515687297962782e-115,associated,Germany,1900-2020
Religion,Learning & Culture,Religion + Learning & Culture,123083,25364,2631,1354.9116580194539,0.9571543094607299,0.9333115028506455,0.9826278469889993,0.013156206816105,0.0004997501249375312,0.10372969563160385,-0.33409023264680526,0.035351293115540555,-0.40337876715326476,-0.26480169814034576,3.3695753555527265e-21,0.0005523554012467451,5.44316018973902e-21,associated,Germany,1900-2020
Politics,Administration & Law,Politics + Administration & Law,399,189,4,4.032337533775936,-0.010330304590733131,-1.6787170271842617,0.8682707015525597,0.6787023501413281,0.9845077461269365,0.021164021164021163,-0.13278585732956152,0.530843156913746,-1.1732384448805036,0.9076667302213806,0.8024779908031778,0.9845077461269364,0.8426018903433367,not distinguishable,Hungary,1600-1799
Politics,Military,Politics + Military,399,189,14,7.817283023111661,0.8018686697950677,0.15993071592524033,1.301271173356646,0.2908340256586003,0.010994502748625687,0.07407407407407407,0.6218580968126436,0.33889949458282964,-0.04238491256970245,1.2861011061949896,0.06651551657279009,0.02886056971514243,0.11640215400238267,associated,Hungary,1600-1799
Politics,Business,Politics + Business,399,189,3,4.753603227054213,-0.5859523244785572,-3.1242165646690627,0.3988062763521315,0.8037529239428238,0.3733133433283358,0.015873015873015872,-0.6015961600207163,0.5815372313923826,-1.741409133549786,0.5382168135083536,0.3009057757673551,0.5162106446776612,0.38914572246681267,not distinguishable,Hungary,1600-1799
Politics,Nobility & Kinship,Politics + Nobility & Kinship,399,189,21,14.412084657008833,0.527854704400078,0.041169173908348296,0.9377970819686992,0.22725445803213976,0.02498750624687656,0.1111111111111111,0.3795884223358966,0.29025486415330104,-0.18931111140457335,0.9484879560763666,0.19094920667384396,0.05247376311844078,0.2673288893433815,not distinguishable,Hungary,1600-1799
Politics,Religion,Politics + Religion,399,189,3,9.053072450417224,-1.448609883980631,-4.01165108403795,-0.47576022346914365,0.8126497513503579,0.05347326336831584,0.015873015873015872,-1.93252408904911,0.5623863058295009,-3.034801248474932,-0.8302469296232882,0.0005897329579513378,0.09357821089455272,0.0024768784233956185,not distinguishable,Hungary,1600-1799
Politics,Learning & Culture,Politics + Learning & Culture,399,189,17,21.93161910989431,-0.35817883557172603,-0.9903555390519915,0.0715006503926295,0.26220186766915005,0.16041979010494753,0.08994708994708994,-1.4635553120395048,0.2984268222666508,-2.0484718836821405,-0.8786387403968693,9.37920757812044e-07,0.24062968515742128,6.565445304684308e-06,not distinguishable,Hungary,1600-1799
Administration & Law,Military,Administration & Law + Military,399,189,1,2.692757688786799,-1.0898405644164584,-3.0303012487089203,0.2760280479065221,0.9975876416411726,0.3933033483258371,0.005291005291005291,-1.1464437799008134,0.8511924184241343,-2.8147809200121165,0.5218933602104898,0.1780227683400608,0.5162106446776612,0.2670341525100912,not distinguishable,Hungary,1600-1799
Administration & Law,Business,Administration & Law + Business,399,189,2,1.6374361272641789,0.2260467861197228,-2.0993051531396714,1.3539865941925138,0.9052327014545359,0.7776111944027986,0.010582010582010581,0.0547669942794574,0.6880777514127178,-1.2938653984894695,1.403399387048384,0.9365600127991626,0.9072130601365984,0.9365600127991625,not distinguishable,Hungary,1600-1799
Administration & Law,Nobility & Kinship,Administration & Law + Nobility & Kinship,399,189,9,4.964416876921415,0.7978599633211846,-0.10651961660324663,1.3818269165313686,0.377143348255396,0.0399800099950025,0.047619047619047616,0.41565992991065864,0.4136995658714854,-0.39519121919745265,1.2265110790187699,0.3150227277112293,0.07632547362682296,0.38914572246681267,not distinguishable,Hungary,1600-1799
Administration & Law,Religion,Administration & Law + Religion,399,189,0,3.1184403041226205,-2.855367970680126,-3.3456395740462934,-2.2830023056367965,0.2749671910332824,0.0004997501249375312,0.0,-2.937257619757776,1.4315992273120164,-5.743192105289328,-0.131323134226224,0.04019573719097703,0.0034982508745627187,0.0767373164555016,dissociated,Hungary,1600-1799
Administration & Law,Learning & Culture,Administration & Law + Learning & Culture,399,189,8,7.554611469370084,0.07764784198106282,-0.9610549193390553,0.7082836272616133,0.4234062056877832,0.8370814592703648,0.042328042328042326,-1.1016879402320616,0.421084858090411,-1.9270142620892672,-0.27636161837485607,0.00888861793027855,0.9251952970882978,0.023332622066981196,not distinguishable,Hungary,1600-1799
Military,Business,Military + Business,399,189,3,3.1744122439833533,-0.07015857401227762,-2.701981532183168,0.9505706447109816,0.8320443972187083,0.920039980009995,0.015873015873015872,-0.3382817824667163,0.5846621092172948,-1.4842195165326142,0.8076559515991815,0.5628633919347529,0.9660419790104948,0.6566739572572117,not distinguishable,Hungary,1600-1799
Military,Nobility & Kinship,Military + Nobility & Kinship,399,189,21,9.62425676088336,1.0865206586565157,0.6306992638214824,1.4984675818426638,0.21761579935964392,0.0004997501249375312,0.1111111111111111,0.7493692299138396,0.30329578611035485,0.1549094891375441,1.3438289706901352,0.013482858991350944,0.0034982508745627187,0.031460004313152205,associated,Hungary,1600-1799
Military,Religion,Military + Religion,399,189,1,6.045558002972356,-2.125553685155407,-3.94315659918452,-0.8339381032196748,0.9796182943597594,0.0014992503748125937,0.005291005291005291,-2.5737107428112718,0.8365937039232688,-4.213434402500878,-0.933987083121665,0.002095049154411469,0.007871064467766116,0.007332672040440142,dissociated,Hungary,1600-1799
Military,Learning & Culture,Military + Learning & Culture,399,189,4,14.64573228085151,-1.7509144261120602,-3.4722384831710915,-0.9022876241076627,0.7397525525943911,0.02448775612193903,0.021164021164021163,-2.885425864973959,0.5038107144677689,-3.8728948653307858,-1.8979568646171319,1.021004103711738e-08,0.05247376311844078,1.072054308897325e-07,not distinguishable,Hungary,1600-1799
Business,Nobility & Kinship,Business + Nobility & Kinship,399,189,1,5.852403944090893,-2.0823401544561038,-3.9674034143148886,-0.7604204652041409,1.010078814951743,0.00399800099950025,0.005291005291005291,-2.0380105955524144,0.8439641922592477,-3.69218041238054,-0.383840778724289,0.015743551559929708,0.013993003498250875,0.033061458275852385,dissociated,Hungary,1600-1799
Business,Religion,Business + Religion,399,189,3,3.67623686481721,-0.2548486179167994,-2.7030988503611795,0.6808309390392102,0.7595269329075253,0.6916541729135433,0.015873015873015872,-0.996447860763877,0.5782529199489302,-2.1298235838637805,0.13692786233602627,0.08485160435411657,0.8543963312461417,0.13706797626434214,not distinguishable,Hungary,1600-1799
Business,Learning & Culture,Business + Learning & Culture,399,189,16,8.905907593085407,0.8108269606318647,0.29024355388628653,1.2245345536295709,0.23541433262389452,0.0029985007496251873,0.08465608465608465,-0.15793617330674017,0.3635238776231698,-0.8704429734481529,0.5545706268346726,0.6639552555890054,0.012593703148425787,0.7338452824931112,associated,Hungary,1600-1799
Nobility & Kinship,Religion,Nobility & Kinship + Religion,399,189,6,11.14570030023209,-0.84128577364105,-2.2207829281946774,-0.12132908794988412,0.5548337281547943,0.1024487756121939,0.031746031746031744,-1.7579939349628118,0.4251635441986441,-2.5913144815921543,-0.9246733883334693,3.551630754735601e-05,0.1654941759889286,0.00018646061462361904,not distinguishable,Hungary,1600-1799
Nobility & Kinship,Learning & Culture,Nobility & Kinship + Learning & Culture,399,189,15,27.00113746316692,-0.8272230750844398,-1.4557418362587513,-0.38823737900814514,0.27970385743064313,0.010494752623688156,0.07936507936507936,-2.3716669482860033,0.30201853690787683,-2.963623280625442,-1.7797106159465648,4.071104960643346e-15,0.02886056971514243,8.549320417351027e-14,dissociated,Hungary,1600-1799
Religion,Learning & Culture,Religion + Learning & Culture,399,189,37,16.960992078189612,1.1027550649559679,0.8421194009553585,1.4046573665077742,0.14602976831830758,0.0004997501249375312,0.19576719576719576,-0.699639469928746,0.2407931119252132,-1.171593969302164,-0.22768497055532821,0.0036659346381646505,0.0034982508745627187,0.010997803914493951,associated,Hungary,1600-1799
Politics,Administration & Law,Politics + Administration & Law,2101,722,121,58.58855595794634,1.0400056668340052,0.8870855005119584,1.20060986826212,0.08035040346831168,0.0004997501249375312,0.16759002770083103,1.9386562698520244,0.16733589012526495,1.610677925206505,2.2666346144975438,4.885761771547532e-31,0.0014992503748125937,2.565024930062454e-30,associated,Hungary,1800-1899
Politics,Military,Politics + Military,2101,722,63,36.78718367797189,0.7680767582289619,0.5186991348436105,0.9852023772354057,0.11732413448975473,0.0004997501249375312,0.08725761772853186,0.6452335862792279,0.16946248177924855,0.31308712199190075,0.9773800505665551,0.0001403613710156039,0.0014992503748125937,0.00032750986570307576,associated,Hungary,1800-1899
Politics,Business,Politics + Business,2101,722,11,43.47771601569185,-1.935138818548498,-2.914154588481212,-1.336037249817153,0.4082996518407222,0.001999000499750125,0.015235457063711912,-1.4611718573120922,0.3118884648085832,-2.072473248336915,-0.8498704662872691,2.800721488627191e-06,0.005247376311844078,7.351893907646377e-06,dissociated,Hungary,1800-1899
Politics,Nobility & Kinship,Politics + Nobility & Kinship,2101,722,47,40.11157007698302,0.22603670931627654,-0.09038639785915968,0.49549201310143126,0.14843942421353457,0.12693653173413294,0.06509695290858726,0.46267188778733026,0.18812912593070155,0.09393880096315521,0.8314049746115053,0.01391960173052123,0.19870064967516246,0.02157772274173077,not distinguishable,Hungary,1800-1899
Politics,Religion,Politics + Religion,2101,722,8,30.257712509826415,-1.8554134658624883,-3.002722557117777,-1.1674976106650365,0.47167243257732094,0.0024987506246876563,0.0110803324099723,-1.7689271954121084,0.3577079278032293,-2.470034733906438,-1.067819656917779,7.607669966706497e-07,0.005830418124271198,2.2823009900119492e-06,dissociated,Hungary,1800-1899
Politics,Learning & Culture,Politics + Learning & Culture,2101,722,167,207.77726178520118,-0.31434424932743354,-0.42237858416368035,-0.21085598897414481,0.05396229093045846,0.0004997501249375312,0.23130193905817176,-2.7960584750074173,0.12027113304929153,-3.0317898957840286,-2.560327054230806,1.4917597106943181e-119,0.0014992503748125937,3.132695392458068e-118,dissociated,Hungary,1800-1899
Administration & Law,Military,Administration & Law + Military,2101,722,9,10.819381517948795,-0.25279571405133955,-1.3462047575424467,0.4746156996960622,0.46672487629857046,0.5737131434282858,0.012465373961218837,-0.43485982139696483,0.3438888395263423,-1.1088819468685958,0.23916230407466604,0.2060377038588681,0.7087044712937649,0.25451716359036647,not distinguishable,Hungary,1800-1899
Administration & Law,Business,Administration & Law + Business,2101,722,3,12.78711632889904,-1.9246012067583922,-4.659236152188791,-0.8526551109737078,0.8435557039695546,0.04447776111944028,0.004155124653739612,-1.3550784880106137,0.5470230004901616,-2.4272435689713303,-0.28291340704989687,0.013242234971840756,0.08491208940984053,0.02157772274173077,not distinguishable,Hungary,1800-1899
Administration & Law,Nobility & Kinship,Administration & Law + Nobility & Kinship,2101,722,2,11.797108029410959,-2.2983190698579516,-4.723349510181283,-1.1080956840566791,0.9974405257024218,0.06346826586706647,0.002770083102493075,-1.6488625593632782,0.643290966519095,-2.9097128537407047,-0.38801226498585195,0.010372196743352028,0.11106946526736633,0.01980146651003569,not distinguishable,Hungary,1800-1899
Administration & Law,Religion,Administration & Law + Religion,2101,722,1,8.899015982575813,-2.6475472229447643,-4.447821442087685,-1.2981085630623237,1.0141217429148324,0.0004997501249375312,0.0013850415512465374,-2.20566806267646,0.8247287583299382,-3.822136429003139,-0.5891996963497814,0.007485945259889072,0.0014992503748125937,0.015720485045767053,dissociated,Hungary,1800-1899
